--- 
? !ruby/symbol en
: 
  АБАЙ: " ABAY "
  ГРИГОРИОПОЛЬ: " Grigoriopol "
  ГРОДНО: " Grodno "
  ГРОЗНЫЙ: " Grozny "
  ГРОХОВЕЦ: " GROHOVETS "
  ГРЯЗИ: " MUD "
  ГРЯЗОВЕЦ: " GRYAZOVETS "
  ГУБАХА: " ANNA"
  ГУБКИН: "GUBKIN "
  ГУДЕРМЕС: " GUDERMES "
  ГУЗАР: " GUZAR "
  ГУКОВО: " Gukovo "
  ГУЛБИНЕ: " GULBINE "
  ГУЛИСТАН: " GULISTAN "
  ГУЛЬБАХОР: " Gulbahor "
  ГУЛЬКЕВИЧИ: " Gulkevich "
  ГУЛЯЙПОЛЕ: " Gulyaypole "
  ГУРДЖААНИ: " Gurjani "
  ГУРЛЕН: " Hurlo "
  ГУРЬЕВ: " GURYEV "
  ГУРЬЕВСК: " Gurievsk "
  ГУСЕВ: " Gusev "
  ГУСИНООЗЕРСК: " Gusinoozyorsk "
  ? "ГУСЬ ХРУСТАЛЬНЫ"
  : " Gus Khrustalny "
  ГУСЯТИН: " Gusyatin "
  ГЯНДЖА: " GANJA "
  Д-КОНСТАНТИНОВО: " D-KONSTANTINOVO "
  ДАВЛЕКАНОВО: " Davlekanovo "
  ДАЛМАТОВО: " Dalmatovo "
  ДАЛЬНЕГОРСК: " Dalnegorsk "
  ДАЛЬНЕРЕЧЕНСК: " Dalnerechensk "
  ДАНГАРА: " Dangara "
  ДАНИЛОВ: " DANILOV"
  ДАНИЛОВКА: "Danilovka "
  ДАНКОВ: " Danko "
  ДАРГАН-АТА: " DARGAN-ATA "
  ДАРЬИНСКОЕ: " Darya "
  ДАУГАВПИЛС: " DAUGAVPILS "
  ДВУРЕЧНАЯ: " Dvurechnaya "
  ДЕБАЛЬЦЕВО: " Debalcevo "
  ДЕБЕССЫ: " DEBESSY "
  ДЕДОВИЧИ: " Djedovic "
  ДЕМИДОВ: " DEMIDOV "
  ДЕМЯНСК: " Demyansk "
  ДЕНАУ: " Dena "
  ДЕРАЖНЯ: " Derazhnya "
  ДЕРГАЧИ: " Dergachi "
  ? "ДЕРГАЧИ САРАТ"
  : " Dergachi Saratov "
  ДЕРЖАВИНСК: " Derzhavinsk "
  ДЕСНОГОРСК: " Desnogorsk "
  ДЖАЛАЛ-АБАД: " Jalalabad "
  ДЖАЛИЛАБАД: " Jelilabad "
  ДЖАМБАЙ: " Djambala "
  ДЖАМБЕЙТЫ: " Dzhambeita "
  ДЖАМБУЛ: " Zhambyl "
  ДЖАНКОЙ: " Djankoi "
  ДЖАНСУГУРОВО: " DZHANSUGUROVO "
  ДЖАНЫБЕК: " Janybekov"
  ДЖЕЗКАЗГАН: "Dzhezkazgan "
  ДЖЕРМУК: " JERMUK "
  ДЖЕТЫГАРА: " Dzhetygara "
  ДЖЕТЫСАЙ: " DZHETYSAY "
  ДЖИЗАК: " Dihzak "
  ДЖИЛККУЛЬ: " DZHILKKUL "
  ДЖИРГИТАЛЬ: " Jirgital "
  ДЖУМА: " Juma "
  ДЖУМАШУЙ: " DZHUMASHUY "
  ДЗЕРЖИНСК: " Dzerzhinsk "
  ДИВЕЕВО: " Diveevo "
  ДИВНОГОРСК: " Divnogorsk "
  ДИВНОЕ: " DIVNA "
  ДИГОРА: " Digor "
  ДИКАНЬКА: " DIKAN&#39;KI "
  ДИЛИЖАН: " DILIJAN "
  ДИМИТРОВОГРАД: " DIMITROVOGRAD "
  ДИНСКАЯ: " Dinskaya "
  ДМИТРИЕВ: " Dmitry "
  ДМИТРИЕВКА: " Dmitrievka "
  ДМИТРОВ: " Dmitry "
  ДМИТРОВСКОЕ: " Dmitrovskoe "
  ДНЕПРОДЗЕРЖИНСК: " Dniprodzerzhynsk "
  ДНЕПРОПЕТРОВСК: " Dnepropetrovsk "
  ДНЕПРОРУДНЫЙ: " ДНЕПРОРУДНЫЙ"
  ДОБЕЛЕ: "DOBELLE "
  ДОБРИНКА: " Dobrinka "
  ДОБРОВЕЛИЧКОВКА: " Dobrovelichkivka "
  ДОБРОЕ: " Welcome "
  ДОБРОПОЛЬЕ: " Dobropole "
  ДОБРУШ: " Dobrush "
  ДОВОЛЬНОЕ: " QUITE "
  ДОКУЧАЕВКА: " Dokuchaevka "
  ДОКУЧАЕВСК: " Dokuchaevsk "
  ДОКШИЦЫ: " Dokshitsy "
  ДОЛГОДЕРЕВЕНСК.: " DOLGODEREVENSK. "
  ДОЛГОЕ: " LONG "
  ДОЛГОРУКОВО: " Dolgorukova "
  ДОЛИНА: " VALLEY "
  ДОЛИНСК: " DOLINSKAYA "
  ДОЛИНСКАЯ: " DOLINSKAYA "
  ДОМАСАКА: " DOMASAKA "
  ДОМОДЕДОВО: " DOMODEDOVO "
  ДОНДЮШАНЫ: " Valeni "
  ДОНЕЦК: " Donetsk "
  ДОНЕЦК-РОСТ-ДОН: " Donetsk, Rostov-Don "
  ДОНЕЦКОЕ: " Donetsk "
  ДОРОГОБУШ: " DOROGOBUSH "
  ДРАБОВ: " Drabiv "
  ДРОГИЧИН: " Drahichyn"
  ДРОГОБЫЧ: "Drogobych "
  ДРОКИЯ: " DROCHIA "
  ДРУЖБА: " FRIENDSHIP "
  ДРУЖКОВКА: " Druzhkovka "
  ДРУСКИНИНКАЙ: " Druskininkai "
  ДУБЕНКИ: " Dubenka "
  ДУБНА: " Dubna "
  ДУБНО: " Dubna "
  ДУБОВКА: " Dubovka "
  ДУБОССАРЫ: " DUBASARI "
  ДУБРОВИЦА: " Dubrovitsy "
  ДУБРОВКА: " Dubrovka "
  ДУБРОВНО: " Dubroŭna "
  ДУЛЬДУРГА: " DULDURGA "
  ДУМБРАВЕНЫ: " Dumbrava "
  ДУМИНИЧИ: " DUMINICHI "
  ДУНАЕВЦЫ: " Dunaevcy "
  ДУРЛЕШТЫ: " Monroe "
  ДУСТИ: " DUSTOV "
  ДУХОВНИЦКОЕ: " DUHOVNITSKOE "
  ДУХОВЩИНА: " Dukhovshchina "
  ДУШАНБЕ: " Dushanbe "
  ДУШЕТИ: " Dusheti "
  ДЫЛЫМ: " Dylym "
  ДЮРТЮЛИ: " Dyurtyuli"
  ДЯТЛОВО: "Dyatlova "
  ДЯТЬКОВО: " Dyat&#39;kovo "
  ЕВЛАХ: " YEVLAKH "
  ЕВПАТОРИЯ: " Evpatoria "
  ЕГВАРД: " Yeghvard "
  ЕГИНДЫБУЛЫК: " EGINDYBULYK "
  ЕГОРЛЫК: " EGORLYK "
  ЕГОРЬЕВСК: " Yegor&#39;yevsk "
  ЕДИНЦЫ: " Edintsy "
  ЕЖЕГНАДЗОР: " EZHEGNADZOR "
  ЕЙСК: " YEISK "
  ЕКАБПИЛС: " JEKABPILS "
  ЕКАТЕРИНОВКА: " Ekaterinovka "
  ЕЛАБУГА: " ELABUGA "
  ЕЛАНЕЦ: " Elanets "
  ЕЛАНЬ: " ELAN "
  ЕЛГАВА: " JELGAVA "
  ЕЛЕЦ: " Elec "
  ЕЛИЗОВО: " Yelizovo "
  ЕЛОВО: " SPRUCE "
  ЕЛЬНИКИ: " Spruce "
  ЕЛЬНЯ: " Yelnya "
  ЕЛЬСК: " Yelsk "
  ЕЛЬЦОВКА: " ELTSOVKA "
  ЕМАНЖЕЛИНСК: " Emanzhelinsk"
  ЕМВА: "EMBA "
  ЕМЕЛЬЧИНО: " Emilchine "
  ЕМЕЛЬЯНОВО: " EMELIANOVA "
  ЕНАКИЕВО: " Enakieve "
  ЕНИСЕЙСК: " Yenisei "
  ЕНОТАЕВКА: " ENOTAEVKA "
  ЕРЕВАН: " Yerevan "
  ЕРМАК: " YERMAK "
  ЕРМАКОВСКОЕ: " ERMAKOVKA "
  ЕРМЕНТАУ: " Ermentau "
  ЕРМИШЬ: " ERMISH "
  ЕРШИЧИ: " ERSHICHI "
  ЕРШОВ: " ERSHOV "
  ЕСИЛЬ: " Yesil "
  ЕССЕНТУКИ: " ESSENTUKI "
  ЕТКУЛЬ: " ETKUL "
  ЕФРЕМОВ: " YEFREMOV "
  ЕХЕГНАДЗОР: " Yeghegnadzor "
  ЖАБИНКА: " Zhabinka "
  ЖАНАТАС: " Zhanatas "
  ЖАШКОВ: " Zhashkiv "
  ЖЕЛЕЗИНКА: " ZHELEZINKA "
  ЖЕЛЕЗНОВОДСК: " ZHELEZNOVODSK "
  ЖЕЛЕЗНОГ.-КУРСК: " ZHELEZNOG.-Kursk "
  ЖЕЛЕЗНОГОРСК-ИР: " Zheleznogorsk-IR"
  ЖЕЛТЫЕ-ВОДЫ: "YELLOW-WATER "
  ЖЕРДЕВКА: " Zherdevka "
  ЖИГУЛЕВСК: " Zhigulevsk "
  ЖИДАЧОВ: " Zhidachiv "
  ЖИЗДРА: " Zhizdra "
  ЖИРНОВСК: " Zhirnovsk "
  ЖИРЯТИНО: " ZHIRYATINO "
  ЖИТКОВИЧИ: " Zhytkavichy "
  ЖИТКОВО: " Zhitkova "
  ЖИТОМИР: " Zhitomir "
  ЖИХАРЕВО: " Zhikhareva "
  ЖЛОБИН: " ZHLOBIN "
  ЖМЕРИНКА: " Jmerinka "
  ЖОДИНО: " Zhodino "
  ЖОНДОР: " Jondor "
  ЖУКОВКА: " ZHUKOVKA "
  ЖУКОВО: " BEETLES "
  ЖУКОВСКИЙ: " ZHUKOVSKY "
  ЗААМИН: " Zaamin "
  ЗАБАЙКАЛЬСК: " TRANSBAIKALIAN "
  ЗАВЕТНОЕ: " TREASURED "
  ЗАВОДОУКОВСК: " Zavodoukovsk "
  ЗАВОЛЖЬЕ: " Transvolga "
  ЗАВЬЯЛОВО-БАРН.: " Zavjalova - Barney. "
  ЗАВЬЯЛОВО-УСТИН: " Zavjalova-Ustinov"
  ЗАГОРСК: "Zagorski "
  ЗАГРИВЬЕ: " ZAGRIVE "
  ЗАДОНСК: " Zadonsk "
  ЗАИГРАЕВО: " Zaigraevo "
  ЗАИНСК: " Zainsk "
  ЗАЙСАН: " Zaisan "
  ЗАКАМЕНСК: " Zakamensk "
  ЗАКАТЫЛЫ: " ZAKATYLY "
  ЗАЛАРИ: " ZALARI "
  ЗАЛЕГОЩЬ: " Zalegoshch "
  ЗАЛЕЖИКИ: " ZALEZHIKI "
  ЗАЛЕСОВО: " ZALESOVO "
  ЗАЛУКОКАЖЕ: " ZALUKOKAZHE "
  ЗАОЗЕРНЫЙ: " Zaozernaya "
  ЗАОКСКИЙ: " ZAOKSKY "
  ? "ЗАПАДНАЯ ДВИНА"
  : " Western Dvina "
  ЗАПОЛЯРНЫЙ: " Polar "
  ЗАПОРОЖЬЕ: " Zaporozhye "
  ЗАРАЙСК: " Zaraysk "
  ЗАРАСАЙ: " Zarasai "
  ЗАРЕЧНОЕ: " Zarechnoe "
  ЗАРИНСК: " Zarinsk "
  ЗАСТАВНА: " Zastavna "
  ЗАТОБОЛЬСК: " ZATOBOLSK "
  ЗАФАР: " Zafar"
  ЗАФАРОБАД: "ZAFAROBAD "
  ЗАЧЕПИЛОВКА: " Zachepilovka "
  ЗБАРАШ: " ZBARASH "
  ЗБОРОВ: " ZBOROV "
  ЗВЕНИГОВО: " Zvenigovo "
  ЗВЕНИГОРОД: " ZVENIGOROD "
  ЗВЕНИГОРОДКА: " Zvenigorodka "
  ЗГУРОВКА: " Zgurovka "
  ЗДВИНСК: " ZDVINSK "
  ЗДОЛБУНОВ: " Zdolbuniv "
  ЗЕЛЕНОГРАДСК: " Zelenogradsk "
  ЗЕЛЕНОДОЛЬСК: " ZELENODOLSK "
  ЗЕЛЕНЧУКСКАЯ: " Zelenchukskij "
  ЗЕЛЬВА: " Zelva "
  ЗЕМЕТЧИНО: " Zemetchino "
  ЗЕНЬКОВ: " Zenko "
  ЗЕРЕНДА: " Zerenda "
  ЗЕРНОГРАД: " Zernograd "
  ЗИАДИН: " ZIADIN "
  ЗИМА-ИРКУТСК: " WINTER-IRKUTSK "
  ЗИМОВНИКИ: " Zimovniki "
  ЗЛАТОУСТ: " ЗЛАТОУСТ "
  ЗМЕИНОГОРСК: " Zmeinogorsk "
  ЗМИЕВКА: " Zmievka "
  ЗНАМЕНКА-КИРОВО: " Znamenka-Kirov"
  ЗНАМЕНКА-ТАМБОВ: "Znamenka Tambo "
  ЗНАМЕНСКОЕ-ГРОЗ: " ZNAMENSKY-STORM "
  ЗНАМЕНСКОЕ-ОМСК: " ZNAMENSKY-DHBs "
  ЗОЛОТОНОША: " Zolotonosha "
  ЗОЛОТУХИНО: " ZOLOTUKHIN "
  ЗОЛОЧЕВ-ЛЬВОВ: " Zolochev-Lviv "
  ЗОЛОЧЕВ-ХАРЬКОВ: " Zolochev-Kharkov "
  ЗОНАЛЬНОЕ: " Zoned "
  ? "ЗУБОВА ПОЛЯНА"
  : " ZUBOVA fields "
  ЗУБЦОВ: " Zubtsov "
  ЗУЕВКА: " Zuevka "
  ЗЫРЯНОВСК: " Zyryanovsk "
  ЗЫРЯНСКОЕ: " ZYRJANIAN "
  ИБРЕСИ: " Ibresi "
  ИВАНГОРОД: " Ivangorod "
  ИВАНИЧИ: " Ivanichi "
  ИВАНКОВ: " IVANKA "
  ИВАНО-АЛЕКСЕЕВК: " Ivano-Alekseevka "
  ИВАНО-ФРАНКОВСК: " Ivano -Frankovsk "
  ИВАНОВКА: " Ivanovka "
  ИВАНОВКА-ОДЕССА: " Ivanovka-Odessa "
  ИВАНОВКА-ФРУНЗЕ: " Ivanovka-FRUNZE "
  ИВАНОВКА-ХЕРСОН: " Ivanovka-HERSON "
  ИВАНОВО: " Ivanovo "
  ИВАНОВО-БРЕСТ: " Ivanovo-Brest"
  ИВАНТЕЕВКА: "Ivanteevka "
  ИВАНЦЕВИЧИ: " IVANTSEVICHI "
  ИВНЯ: " IVNYA "
  ИВОЛГИНСК: " Ivolginsky "
  ИВЬЕ: " Iŭie "
  ИГЛИНО: " Iglina "
  ИГНАЛИНА: " Ignalina "
  ИГРА: " Game "
  ИДЖЕВАН: " IJEVAN "
  ИДРИНСКОЕ: " IDRINSKOE "
  ИЕЕТСКОЕ: " IEETSKOE "
  ИЖЕВСК: " Izhevsk "
  ИЖМА: " Izhma "
  ИЖМОРСКИЙ: " IZHMORSKY "
  ИЗМАИЛ: " IZMAIL "
  ИЗМАЛКОВО: " Political Parties "
  ИЗОБИЛЬНЫЙ: " Izobilnoe "
  ИЗЮМ: " RAISINS "
  ИЗЯСЛАВ: " Izyaslav "
  ИКИ-БУРУЛ: " IKI-Burul "
  ИКРЯНОЕ: " roe "
  ИЛАНСКИЙ: " Ilan "
  ИЛЕК: " ILEC "
  ИЛОВАЙСК: " Ilovaisk "
  ИЛОВЛЯ: " ILOVLYA"
  ИЛЬИНСКИЙ: "Ilinskij "
  ИЛЬИНСКО-ПОДОМС: " Ilinskij-PODOMS "
  ИЛЬИНСКОЕ-ХАВАН: " Ilinskij-Hawa "
  ИЛЬИНЦЫ: " Ilincy "
  ИЛЬЯЛЫ-ТАШАУЗ: " ILYALY-Dashuz "
  ИМАНЬ: " Miracles Of The Quran "
  ИНЗА: " Inza "
  ИНСАР: " INSAR "
  ИНТА: " INTA "
  ИОЛОТАНЬ: " Iolotan "
  ИОНАВА: " Ionava "
  ИОНИШКИС: " Joniškis "
  ИПАТОВО: " Ipatova "
  ИРБЕЙСКОЕ: " IRBEYSKOE "
  ИРБИТ: " Irbit "
  ИРИНОВКА: " IRINOVKA "
  ИРКУТСК: " Irkutsk "
  ИРПЕНЬ: " Irpen "
  ИРТЫШСК: " Irtysh "
  ИРШАВА: " Irshava "
  ИСАКЛЫ: " Isakly "
  ИСЕТСКОЕ: " Isetskij "
  ИСИЛЬКУЛЬ: " Isilkul "
  ИСКИТИМ: " ISKIT "
  ИСМАИЛЛЫ: " ISMAILLI"
  ИССЫК: "ISSYK "
  ИСТРА: " Istra "
  ИСФАНА: " Isfana "
  ИСФАРА: " Isfara "
  ИСЯНГУЛОВО: " ISYANGULOVO "
  ИТЫК-КЮЕЛЬ: " ITYK-Kyuyol "
  ИЧНЯ: " Ichnya "
  ИШЕЕВКА: " ISHEEVKA "
  ИШИМБАЙ: " Ishimbaj "
  ИШТЫХАН: " ISHTYHAN "
  ЙОШКАР-ОЛА: " Yoshkar-Ola "
  ЙЫГЕВА: " Jõgeva "
  КААХКА: " Kaka "
  КАВАЛЕРОВО: " Kavalerov "
  КАВКАЗСКАЯ: " Caucasus "
  КАГАЛЬНИЦКАЯ: " Kagalnitskaya "
  КАГАН: " Kagan "
  КАГАРЛЫК: " Kagarlyk "
  КАГУЛ: " CAHUL "
  КАДОМ: " Kadom "
  КАДУЙ: " Kadui "
  КАДЫЙ: " Kady "
  КАЗАНДЖИК: " Cazangic "
  КАЗАНКА: " KAZANKA "
  КАЗАНСКОЕ: " Kazan"
  КАЗАНЬ: "KAZAN "
  КАЗАРМАН: " Kazarman "
  КАЗАТИН: " Kazatin "
  КАЗАХ: " KAZAKHS "
  КАЗАЧИНСКОЕ: " Kazachinsko "
  КАЗТАЛОВКА: " Kaztalovka "
  КАИНДА: " Kaindy "
  КАЙРАККУМ: " Kairakkum "
  КАЙШЯДОРИС: " Kaisiadorys "
  КАЛАНЧАК: " Kalanchak "
  КАЛАРАШ: " Calarasi "
  КАЛАЧ: " KALACHEV "
  ? "КАЛАЧ НА ДОНУ"
  : " KALACHEV FOR DON "
  КАЛАЧИНСК: " Kalachinskaya "
  КАЛГА: " Kalga "
  КАЛЕВАЛА: " KALEVALA "
  КАЛИНИН: " Kalinin "
  КАЛИНИНГРАД: " Kaliningrad "
  КАЛИНИНО: " Kalinin "
  КАЛИНИНСКАЯ: " KALININSKAYA "
  КАЛИНКОВИЧИ: " Kalinkovichi "
  КАЛИНОВКА: " Kalinovka "
  КАЛМАНКА: " Kalmanka "
  КАЛУГА: " Kaluga "
  КАЛУШ: " KALUSH"
  КАЛЯЗИН: "Kalyazin "
  КАМ-КАШИРСКИЙ: " KAM-Kashirskiy "
  КАМАШИ: " Kamashi "
  КАМБАРКА: " Kambarka "
  КАМЕНЕЦ: " KAMIANETS "
  КАМЕНЕЦ-ПОДОЛЬС: " KAMIANETS-PODOLS "
  КАМЕНКА: " KAMENKA "
  КАМЕНКА-БУГСКАЯ: " Kamenka-Buzka "
  КАМЕНКА-ВОРОНЕЖ: " KAMENKA-Voronezh "
  КАМЕНКА-ДНЕПР: " KAMENKA-Dnepr "
  КАМЕНКА-КИШИНЕВ: " KAMENKA-Chisinau "
  КАМЕНКА-ТОСНО: " KAMENKA-Tosno "
  КАМЕНКА-УРАЛЬСК: " KAMENKA URALSKY "
  КАМЕНКА-ЧЕРКАСС: " KAMENKA-Cherkassy "
  КАМЕНОГОРСК: " ALMATY "
  КАМЕНОЛОМНЯ: " Quarries "
  КАМЕНСК: " KAMENSK "
  КАМЕНСК-УРАЛЬСК: " KAMENSK URALSKY "
  КАМЕНЬ-НА-ОБИ: " Kamen-na-Obi "
  КАМЕНЬ-РЫБОЛОВ: " STONE-Fisherman "
  КАМЕШКОВО: " Kameshkovo "
  КАМО: " KAMO "
  ? "КАМСКОЕ УСТЬЕ"
  : " Kama MOUTH "
  КАМЫЗЯК: " Kamyzyak "
  КАМЫШЕВКА: " Sedge"
  КАМЫШИН: "Kamyshin "
  КАМЫШНОЕ: " Kamyshny "
  КАНАШ: " Canas "
  КАНГОЛАСЫ: " KANGOLASY "
  КАНДАЛАКША: " Kandalaksha "
  КАНЕВ: " Kanev "
  КАНЕВСКАЯ: " KANEVSKY "
  КАНЕМИР: " KANEMIR "
  КАНИБАДАМ: " Kanibadam "
  КАНИМЕХ: " Kanimeh "
  КАНСК: " KAN "
  КАНТ: " KANT "
  КАНТЕМИР: " Cantemir "
  КАНТЕМИРОВКА: " Kantemirovka "
  КАПАЛ: " CAPA "
  ? "КАПУСТИН ЯР"
  : " Kapustin Yar "
  КАПЧАГАЙ: " KAPCHAGAY "
  КАРА-БАЛТА: " Kara-Balta "
  КАРА-КАЛА: " Kara-Kala "
  КАРА-СУУ: " Kara-Suu "
  КАРАБЕКАУЛ: " KARABEKAUL "
  КАРАБУДАХКЕНТ: " Karabudakhkent "
  КАРАБУЛАК: " Karabulak "
  КАРАВАН: " CARAVAN "
  КАРАГАЙ: " Karagan"
  КАРАГАЙЛЫ: "Karagaily "
  КАРАГАЛИНСКОЕ: " KARAGALINSKOE "
  КАРАГАНДА: " ALMATY "
  КАРАЖАЛ: " Karazhan "
  КАРАИДЕЛЬ: " Karaidel "
  КАРАКУЛИНО: " Karakulin "
  КАРАКУЛЬ-БУХАРА: " Kara-Bukhari "
  КАРАКУЛЬ-ТАЛАС: " Kara-Talas "
  КАРАКУШЧИ: " KARAKUSHCHI "
  КАРАСУ: " KARAS "
  КАРАСУК: " Karasuk "
  КАРАТОБЕ: " Karatobe "
  КАРАТУЗСКОЕ: " Karatuzsky "
  КАРАУЗЯК: " Karauzyak "
  КАРАУЛ-СЕМИПАЛА: " Karaul Semipalatinsk "
  КАРАУЛ-УРГЕНЧ: " GUARDS-Urgench "
  КАРАЧЕВ: " Karachi "
  КАРГАПОЛЬЕ: " Kargapolov "
  КАРГАСОК: " Kargasok "
  КАРГАТ: " Kargath "
  КАРДЫМОВО: " KARDYMOVO "
  КАРКАРАЛИНСК: " KARKARALINSK "
  КАРЛОВКА: " Karlovka "
  КАРМАНА: " Pocket "
  КАРМАСКАЛЫ: " KARMASKALY"
  КАРПИНСК: "KARPINSKY "
  КАРСУН: " KARSUN "
  КАРТАЛЫ: " Kartal "
  КАРШИ: " KARSHI "
  КАРЫМСКОЕ: " KARYMSKY "
  КАСАН: " CASA "
  КАСАНСАЙ: " KASANSAY "
  КАСИМОВ: " KASIMOV "
  КАСКЕЛЕН: " Kaskelen "
  КАСЛОВКА: " KASLOVKA "
  КАСЛЫ: " Castle "
  КАСПИ: " KASPI "
  КАСПИЙСКИЙ: " CASPIAN "
  КАСТОРНОЕ: " Kastornoye "
  КАТАВ-ИВАНОВСК: " Kata Ivanovsk "
  КАТАЙСК: " Katajsk "
  КАТЕРИНОПОЛЬ: " Katerinopil "
  КАТОВО: " Katoff "
  КАТОН: " KATONA "
  КАТТАКУРГАН: " Kattakurgan "
  КАУНАС: " Kaunas "
  КАУШАНЫ: " Kaushany "
  КАФАН: " KAFA "
  КАХОВКА: " Kakhovka "
  КАЧИРЫ: " KACHIRY"
  КАЧКАНАР: "Kachkanar "
  КАШИН: " KASHIN "
  КАШИРА: " Kashira "
  КАШИРСКОЕ: " Kashirskij "
  КБАН: " KBAN "
  КЕГЕЙЛИ: " Kegeyli "
  КЕГЕНЬ: " Kegen "
  КЕГИЧЕВКА: " Kegichevka "
  КЕДАЙНЯЙ: " Kedainiai "
  КЕЛЕС: " Keles "
  КЕЛЛЕРОВКА: " KELLEROVKA "
  КЕЛЬМЕ: " Kelme "
  КЕЛЬМЕНЦЫ: " Kelmentsi "
  КЕМЕРОВО: " Kemerovo "
  КЕМЛЯ: " smb "
  КЕМЬ: " Kem "
  КЕНТАУ: " Kentau "
  КЕРЧЬ: " Kerch "
  КЕТОВО-ГОРЬКИЙ: " Ketov-GORKIY "
  КЕТОВО-КУРГАН: " Ketov-Hill "
  КЗЫЛ-ОРДА: " Qyzylorda "
  КЗЫЛТУ: " KZYLTU "
  КИБРАЙ: " Kibray "
  КИВЕРЦЫ: " Kivercy "
  КИЕВ: " KIEV"
  КИЕВКА: "Kievka "
  КИЖИНГА: " KIZHINGA "
  КИЗЕЛ: " Kizel "
  КИЗИЛ-АТРЕК: " Kizil Atrek "
  КИЗИЛЬСКОЕ: " KIZILSKOE "
  КИЗНЕР: " Kizner "
  КИЗЫЛ-АРВАТ: " Kyzyl-Arvat "
  КИЙМА: " KIYMA "
  КИКВИДЗЕ: " Kikvidze "
  КИКЕРИНО: " KIKERINO "
  КИЛЕМАРЫ: " KILEMARY "
  КИЛИЯ: " Kiliya "
  КИМОВСК: " Kimovsk "
  КИМРЫ: " Cymru "
  КИНГИСЕПП: " Kingisepp "
  КИНЕЛЬ: " Kinel "
  КИНЕЛЬ-ЧЕРКАССЫ: " Kinel-Cherkassy "
  КИНЕШМА: " Kineshma "
  КИПЕНЬ: " BOILING POINT "
  КИРГИЗ-МИЯКИ: " KYRGYZSTAN-Miyako "
  КИРЕЕВСК: " Kireevsk "
  КИРЕНСК: " Kirensk "
  КИРЖАЧ: " Kirzhach "
  КИРИЛЛОВ: " Kirill "
  КИРИШИ: " Kirishi"
  КИРИШСКИЙ-НЕФЗА: "Kirishskaya-NEFZA "
  КИРОВ: " Kirov "
  КИРОВ-КАЛУГА: " Kirov-KALUGA "
  КИРОВАКАН: " Vanadzor "
  КИРОВКА: " markings "
  КИРОВО: " Kirov "
  КИРОВОГРАД-СВРД: " Kirovograd-SVRD "
  КИРОВОГРАД-УАК2: " Kirovograd-UAK2 "
  КИРОВОЧЕПЕЦК: " KIROVOCHEPETSK "
  КИРОВСК: " KIROVSKY "
  КИРОВСКИЙ: " KIROV "
  КИРОВСКОЕ: " KIROV "
  КИРОВСКОЕ.: " Kirovsk. "
  КИРПИЧНОЕ: " BRICK "
  КИРСАНОВ: " Kirsanov "
  КИСИЛЕВСК: " Kisilevskii "
  КИСЛОВОДСК: " Kislovodsk "
  КИТАБ: " Kitab "
  КИЦМАНЬ: " Kicman "
  ? "КИЧМЕНГСКИЙ ГОР"
  : " Kichmengsky HIGHLAND "
  КИШИНЕВ: " CHISINAU "
  КИЯСОВО: " Kijasovo "
  КЛАЙПЕДА: " Klaipeda "
  КЛЕТНЯ: " KLETNYA "
  КЛЕТСКИЙ: " Kletskaya"
  КЛЕЦК: "Kletsk "
  КЛИМОВИЧИ: " KLIMOVICH "
  КЛИМОВО-БРЯНСК: " Klimova-BRYANSK "
  КЛИМОВО-ВЫБОРГ: " Klimova-VYBORG "
  КЛИН: " KLIN "
  КЛИНЦЫ: " Klintsov "
  КЛИЧЕВ: " Klichev "
  КЛЮЧИ: " KEYS "
  КЛЯВЛИНО: " Klyavlin "
  КОБЕЛЯКИ: " Kobelyaki "
  КОБРИН: " Kobrin "
  КОВДОР: " Kovdor "
  КОВЕЛЬ: " Kovel "
  КОВЕРНИНО: " KOVERNINO "
  КОВРОВ: " CARPET "
  КОВЫЛКИНО: " Kovylkino "
  КОДЫМА: " Kodima "
  КОЗЕЛЕЦ: " Kozelec "
  КОЗЕЛЬСК: " Kozelsk "
  КОЗЕЛЬЩИНА: " Kozelshchina "
  КОЗЛОВКА: " Kozlovka "
  КОЗОВА: " Kozova "
  КОЗТАЛОВКА: " KOZTALOVKA "
  КОЗУЛЬКА: " KOZULKA "
  КОЗЬМОДЕМЬЯНСК: " Kozmodemyansk"
  КОЙГОРОДОК: "Koygorodok "
  КОКАНД-ТАШКЕНТ: " Kokand, Tashkent "
  КОКАНД-ФЕРГАНА: " KOKAND-FERGHANA "
  КОКПЕКТЫ: " Kokpekty "
  КОКЧЕТАВ: " Kokchetav "
  КОЛА: " COLA "
  КОЛОГРИВ: " Kologriv "
  КОЛОМНА: " Kolomna "
  КОЛОМЫЯ: " Kolomyia "
  КОЛОСОВКА: " Kolosovka "
  КОЛПАШЕВО: " Kolpashevo "
  КОЛПНА: " KOLPNA "
  КОЛТОН: " Colton "
  КОЛХОЗОБАД: " KOLHOZOBAD "
  КОЛЧАНОВО: " Kolchanova "
  КОЛЫВАНЬ: " Kolyvan "
  КОЛЫШЛЕЙ: " Kolyshley "
  КОЛЬЧУГИНО: " Kolchugino "
  КОМАРИЧИ: " Komarichev "
  ? "КОМБИНАТ ФОСФОР"
  : " PLANT PHOSPHORUS "
  КОМИНТЕРНОВСК: " Kominternovskoe "
  КОММУНАР: " Komunar "
  КОММУНАРСК: " Kommunarsk "
  КОММУНИСТИЧЕСКЙ: " COMMUNIST "
